journal_id,journal_name,issn,e_issn,publisher,subject_area,citescore,sjr,snip,status
ae8cc480-f9d2-43c4-b35b-13915271988a,PEDIATRIC ALLERGY IMMUNOLOGY AND PULMONOLOGY,2151-321X,2151-3228,SAGE,"Pediatrics, Perinatology and Child Health",1.9,0.299,0.454,active
b6b7f9cd-4306-4e2d-af76-6a87a3f2b7da,BIOTECHNOLOGY JOURNAL,1860-6768,1860-7314,John Wiley & Sons,Applied Microbiology and Biotechnology,5.7,0.756,0.807,active
c7e4a82c-cc90-4b06-aba8-ae85181ae988,BRAZILIAN JOURNAL OF PSYCHIATRY,1516-4446,1809-452X,Associacao Brasileira de Psiquiatria,Psychiatry and Mental Health,4.3,0.863,0.981,active
3de964fa-3f51-4781-a7c5-7466f6b53d3a,ACS CENTRAL SCIENCE,2374-7943,2374-7951,American Chemical Society,General Chemical Engineering,14.9,2.684,1.758,active
9b52abf3-b699-44bc-9f1c-7f4eaf629cc2,BIOMEDICINE & PHARMACOTHERAPY,0753-3322,1950-6007,Elsevier,Pharmacology,15.9,2.074,1.767,active
a08039d7-ed3e-4026-ba94-370f26459c5f,AGING AND DISEASE,2152-5250,2152-5250,International Society on Aging and Disease,Pathology and Forensic Medicine,15.5,2.784,1.909,active
1b22dc63-92b5-4d37-be3a-16b5b63b325d,DIABETES OBESITY & METABOLISM,1462-8902,1463-1326,John Wiley & Sons,Endocrinology,8.5,2.273,1.516,active
c7b5e45c-64de-43c7-8926-bb9c2892c885,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,0169-2607,1872-7565,Elsevier,Health Informatics,11.9,1.233,1.795,active
dec6ab8c-de0d-467f-a7f8-50c56a2bab7f,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,1382-6689,1872-7077,Elsevier,Toxicology,8.1,1.161,0.92,active
88bbd2f4-8a0c-4779-b282-e332f1bff35c,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,0167-8116,1873-8001,Elsevier,Marketing,15.4,3.734,2.613,active
dc4958fd-7c89-49d6-a293-c1fb00627ccc,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,1438-4639,1618-131X,Elsevier,"Public Health, Environmental and Occupational Health",8.8,1.372,1.231,active
3bf0aa4e-352b-496c-a78c-6c3e65b02a25,IEEE INTELLIGENT SYSTEMS,1541-1672,1941-1294,IEEE,Computer Networks and Communications,11.7,0.939,1.401,active
9a6f3711-098a-488f-a710-72ea3f89613a,JOURNAL OF EPIDEMIOLOGY AND GLOBAL HEALTH,2210-6006,2210-6014,Springer Nature,Epidemiology,5.0,1.09,1.263,active
4e4224e5-1239-46a3-bb23-ccb49c24fd1c,LAW & SOCIETY REVIEW,0023-9216,1540-5893,Cambridge University Press,Law,4.0,1.162,2.315,active
a5887960-6bc1-439a-a627-323b788ff4e0,MARINE STRUCTURES,0951-8339,1873-4170,Elsevier,Ocean Engineering,10.2,1.271,2.01,active
00c10723-85dc-472d-96d2-985dabd27298,FACIES,0172-9179,1612-4820,Springer Nature,Paleontology,3.4,0.51,0.82,active
308a94cd-4684-471c-9960-8281b3a2aa89,CURRENT ADDICTION REPORTS,,2196-2952,Springer Nature,Clinical Psychology,7.0,1.462,1.541,active
c1222278-0bf9-4160-bee0-3d01257163e7,JOURNAL OF BRIDGE ENGINEERING,1084-0702,1943-5592,American Society of Civil Engineers,Building and Construction,7.2,1.087,1.571,active
c2f1da8a-7694-46c2-8be0-e2e5e072de7f,INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE,1558-3058,1558-3066,Taylor & Francis,Visual Arts and Performing Arts,5.6,0.583,1.364,active
4caa4925-477f-4a75-be1a-6654f8693e2a,BEHAVIORAL ECOLOGY,1045-2249,1465-7279,Oxford University Press,Animal Science and Zoology,4.1,0.89,1.185,active
4d0838f1-993c-4653-9045-f8996df0afcc,AQUATIC LIVING RESOURCES,0990-7440,1765-2952,EDP Sciences,Aquatic Science,4.3,0.544,1.124,active
63987c79-bb58-44e9-8995-f33d4c9e3fcd,ASTROPHYSICS AND SPACE SCIENCE,0004-640X,1572-946X,Springer Nature,Astronomy and Astrophysics,3.2,0.537,0.86,active
ac32cdc9-cb5f-408d-8378-d09430e77834,PEDIATRIC TRANSPLANTATION,1397-3142,1399-3046,John Wiley & Sons,"Pediatrics, Perinatology and Child Health",2.7,0.53,0.664,active
e4b7346c-5215-4ddf-a638-bdadbb279e43,PEDIATRICS INTERNATIONAL,1328-8067,1442-200X,John Wiley and Sons Inc,"Pediatrics, Perinatology and Child Health",1.6,0.35,0.527,active
7e63da8b-7fba-4a4b-a213-a7e73f9fccc9,ADVANCES IN NUTRITION,2161-8313,2156-5376,Elsevier,Nutrition and Dietetics,19.4,3.056,2.932,active
75c9639d-2e30-4ad7-9276-8187817938de,BEHAVIORAL SCIENCES & THE LAW,0735-3936,1099-0798,John Wiley & Sons,Law,2.7,0.402,0.684,active
0024173f-fe11-4aa5-8af8-a52dba5eb11e,ASSESSMENT & EVALUATION IN HIGHER EDUCATION,0260-2938,1469-297X,Taylor & Francis,Education,14.1,2.796,3.064,active
e8d2a202-b146-41d3-9789-754f7af63d7c,AMERICAN JOURNAL OF SPORTS MEDICINE,0363-5465,1552-3365,SAGE,"Physical Therapy, Sports Therapy and Rehabilitation",9.7,2.29,2.407,active
2fcfa16d-3bfd-440f-81c7-fdc17a20834b,ANNALS OF INTENSIVE CARE,2110-5820,2110-5820,Societe de Reanimation de Langue Francaise,Critical Care and Intensive Care Medicine,9.6,1.95,2.248,active
30cb0183-1555-4189-bd24-04c9ad376d93,CRITICAL REVIEWS IN MICROBIOLOGY,1040-841X,1549-7828,Taylor & Francis,Microbiology,14.3,1.831,1.859,active
f2bbf936-e582-40ba-b521-e827f178541f,CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,1442-6404,1442-9071,John Wiley & Sons,Ophthalmology,9.3,1.941,2.479,active
9c6e95e5-ba57-4cd5-99a1-57c141e9bd5f,CURRENT OPINION IN VIROLOGY,1879-6257,1879-6265,Elsevier,Virology,14.1,2.217,1.428,active
13f45fcb-78b5-494a-a709-e1e6bedfc379,JAMA CARDIOLOGY,2380-6583,2380-6591,American Medical Association,Cardiology and Cardiovascular Medicine,22.4,6.028,4.199,active
c7779137-ff38-4787-96a3-6daf3d3726e0,INTERNATIONAL JOURNAL OF PHARMACEUTICS-X,,2590-1567,Elsevier,Pharmaceutical Science,8.9,1.101,1.455,active
6fe125d1-e8f9-427a-9091-fe283e34f003,EVOLUTIONARY ANTHROPOLOGY,1060-1538,1520-6505,John Wiley & Sons,Anthropology,6.7,1.329,1.297,active
4b305897-ea91-436d-a42f-36d05ab4b26f,MATHEMATICS AND COMPUTERS IN SIMULATION,0378-4754,1872-7166,Elsevier,Numerical Analysis,10.2,1.0,1.608,active
38797bf1-376c-4435-955d-dba005b6c780,MOTIVATION AND EMOTION,0146-7239,1573-6644,Springer Nature,Experimental and Cognitive Psychology,4.8,1.038,1.125,active
f9da608b-1032-46fd-87fb-3a737abeb3db,FUTURE MEDICINAL CHEMISTRY,1756-8919,1756-8927,Taylor & Francis,Pharmacology,4.4,0.429,0.593,active
d0ca51fc-4e59-41d6-b183-d0289dcf8bc3,INTERNATIONAL JOURNAL OF MATERIAL FORMING,1960-6206,1960-6214,Springer Nature,General Materials Science,4.7,0.526,1.284,active
d1ca98fb-6902-4927-bf5d-74c98cc5f4c8,INTERNATIONAL JOURNAL OF CONCRETE STRUCTURES AND MATERIALS,1976-0485,2234-1315,Springer Nature,Ocean Engineering,6.4,1.032,1.495,active
693f37c5-f4b8-4c96-8ce6-05fe0c72d06f,BIOENERGY RESEARCH,1939-1234,1939-1242,Springer Nature,Agronomy and Crop Science,8.6,0.652,0.859,active
6e602363-e0d4-47fe-ab1e-b82144ca2930,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,0020-7608,1097-461X,John Wiley & Sons,"Atomic and Molecular Physics, and Optics",4.7,0.402,0.71,active
a2678c4f-b217-48fa-a0f2-e0ea1c0b23e8,INTERNATIONAL JOURNAL OF POLYMER SCIENCE,1687-9422,1687-9430,John Wiley & Sons,Polymers and Plastics,9.1,0.725,1.274,active
fe106af6-d974-4c59-9213-3f2104d22c02,JOURNAL OF FISH AND WILDLIFE MANAGEMENT,1944-687X,,U.S. Fish and Wildlife Service,Animal Science and Zoology,1.7,0.285,0.681,active
af106eba-8fb6-46af-a0da-785b5d8c888f,PSYCHOLOGY OF LEARNING AND MOTIVATION,0079-7421,,Elsevier,Developmental and Educational Psychology,2.4,0.7,2.025,active
b4c4d4a4-ec49-4e4a-bcac-2259db97daa2,PERSPECTIVES IN PSYCHIATRIC CARE,0031-5990,1744-6163,John Wiley & Sons,Psychiatric Mental Health,6.4,0.733,1.144,active
bd957853-f8a7-420a-93f3-8d6765103658,PHYSICS TEACHER,0031-921X,1943-4928,American Institute of Physics,Education,1.0,0.407,0.785,active
48c0a887-f620-453f-a260-58f5d01be9e7,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,1175-0561,1179-1888,Springer Nature,Dermatology,19.2,3.462,4.864,active
67657f36-acee-4839-b5af-bf7e8cd71e05,BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,1470-0328,1471-0528,John Wiley & Sons,Obstetrics and Gynecology,8.9,1.79,1.977,active
6f895ee5-b595-4082-bede-ab66a7c0f5ca,BIOMASS & BIOENERGY,0961-9534,1873-2909,Elsevier,Forestry,8.9,1.132,1.308,active
ebd0934c-47c7-4139-a733-d78640208676,AGRICULTURAL WATER MANAGEMENT,0378-3774,1873-2283,Elsevier,Earth-Surface Processes,12.5,1.736,1.784,active
a87c2ba1-139b-4c1e-bc10-1e19fb49e8f6,BILINGUALISM-LANGUAGE AND COGNITION,1366-7289,1469-1841,Cambridge University Press,Language and Linguistics,6.3,1.173,1.683,active
bdec8eeb-7846-4d2e-b473-5ecf9ca2934f,ADVANCED DRUG DELIVERY REVIEWS,0169-409X,1872-8294,Elsevier,Pharmaceutical Science,39.0,4.015,2.948,active
894743db-7912-40d4-9d18-0babda7f608a,EUROPEAN JOURNAL OF HEART FAILURE,1388-9842,1879-0844,Oxford University Press,Cardiology and Cardiovascular Medicine,19.7,4.965,3.229,active
01839333-4f91-4e68-b153-405be969a47a,CONTRIBUTIONS TO ZOOLOGY,1383-4517,1875-9866,Brill,Animal Science and Zoology,3.1,0.591,0.829,active
3bd2a949-b118-438f-a8d5-3c284ecfaf5d,COMPUTATIONAL & APPLIED MATHEMATICS,2238-3603,1807-0302,Springer Nature,Mathematics (miscellaneous),4.4,0.655,1.135,active
8cd38d50-d416-4d43-939a-302ca0ac7b8c,FRACTAL AND FRACTIONAL,,2504-3110,Multidisciplinary Digital Publishing Institute (MDPI),Analysis,6.8,0.714,1.129,active
a3aff7f4-00b1-4d47-8e1e-a24bdf49fbd5,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0143-005X,1470-2738,BMJ Publishing Group,"Public Health, Environmental and Occupational Health",7.5,1.441,1.427,active
2c43d5ac-50ed-44a4-9b82-941de46effdc,NEURAL NETWORKS,0893-6080,1879-2782,Elsevier,Cognitive Neuroscience,10.9,1.545,1.978,active
5b9142c6-b8d5-4001-9051-5b8a9c6bc22f,NATURE ENERGY,2058-7546,2058-7546,Springer Nature,"Renewable Energy, Sustainability and the Environment",78.4,20.769,7.714,active
5d852e13-42c2-4436-8145-39bbed8a2e04,LANCET RHEUMATOLOGY,2665-9913,2665-9913,Elsevier,Immunology and Allergy,28.5,6.167,7.137,active
9b902824-6429-481a-9316-ab50216f08db,INTEGRATIVE ORGANISMAL BIOLOGY,,2517-4843,Oxford University Press,Animal Science and Zoology,3.7,0.689,0.92,active
18f35566-691a-4007-9535-66af10e3c7a7,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,0957-8811,1743-9728,Springer Nature,Development,6.1,0.662,1.126,active
14545e09-5a32-4aa4-8b4d-81b41778eaaa,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING,2234-7593,2005-4602,Korean Society of Precision Engineering,Electrical and Electronic Engineering,5.2,0.574,1.055,active
cee61ed8-90f7-467f-b59f-a1761a876c3d,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,0219-4988,1793-6829,World Scientific Publishing Co. Pte Ltd,Algebra and Number Theory,1.5,0.492,1.158,active
acb5d5d5-5545-40ad-97a8-a2eac4c28d6c,PHILOSOPHICAL MAGAZINE,1478-6435,1478-6443,Taylor & Francis,Condensed Matter Physics,2.9,0.317,0.538,active
df51fafc-783c-4907-820f-c824bdb53c04,PHYSICAL GEOGRAPHY,0272-3646,1930-0557,Taylor & Francis,General Earth and Planetary Sciences,3.6,0.432,0.749,active
e6a67436-64b7-454b-89b2-d785e83dba66,OPERATORS AND MATRICES,1846-3886,1846-3886,Element D.O.O.,Algebra and Number Theory,1.1,0.403,0.692,active
ff79b59b-0475-49b9-9614-14aa9ed35f81,PFLEGE,1012-5302,1664-283X,Hogrefe AG,General Nursing,1.0,0.234,0.347,active
ddaf5e07-c3db-4c4e-80f6-86178a7b984e,TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,0277-2248,1029-0486,Taylor and Francis Ltd.,Pollution,1.7,0.241,0.389,active
dcd26191-4394-47a5-8f5e-4b94dd85c8e8,ATHEROSCLEROSIS,0021-9150,1879-1484,Elsevier,Cardiology and Cardiovascular Medicine,10.2,2.182,1.622,active
40730eb5-b42e-4647-ad4a-07c959ebee6b,ACM TRANSACTIONS ON GRAPHICS,0730-0301,1557-7368,Association for Computing Machinery,Computer Graphics and Computer-Aided Design,21.6,5.633,3.805,active
05a8b302-ede0-45c8-b037-be8f4e19c7a6,AMERICAN JOURNAL OF NEPHROLOGY,0250-8095,1421-9670,Karger,Nephrology,6.3,1.166,1.198,active
5151451a-7908-4da4-bda6-77bf2432a3d6,BRAIN,0006-8950,1460-2156,Oxford University Press,Neurology (clinical),21.2,4.746,3.127,active
e906a834-76ad-467c-b24d-7466e4a5db65,ADVANCES IN AGRONOMY,0065-2113,2213-6789,Elsevier,Agronomy and Crop Science,16.4,,,inactive
474191a2-42db-4e78-9104-ed84423f83b8,CELL RESEARCH,1001-0602,1748-7838,Springer Nature,Molecular Biology,24.3,6.865,2.942,active
17ae1f85-394b-40c9-a282-728270f4f550,DRUGS,0012-6667,1179-1950,Springer Nature,Pharmacology (medical),25.3,3.5,3.619,active
8d2902f3-7ff8-4138-ae4d-4ffa2d8f72ae,INFORMATION PROCESSING & MANAGEMENT,0306-4573,1873-5371,Elsevier,Media Technology,16.8,1.845,2.55,active
3548a0d5-ffc0-4744-8873-a13d9cb76fa5,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,0018-9286,1558-2523,IEEE,Electrical and Electronic Engineering,13.6,3.929,2.644,active
ed2d64aa-63c9-41a2-af65-9c96f42ae3b1,FLUIDS AND BARRIERS OF THE CNS,2045-8118,2045-8118,Springer Nature,Developmental Neuroscience,11.1,2.439,1.608,active
a85ef453-f6f7-420f-94d6-f8deff05cadc,JMIR MHEALTH AND UHEALTH,2291-5222,2291-5222,JMIR Publications Inc.,Health Informatics,11.1,1.888,2.253,active
98e9d4c9-3985-4cbb-872f-0c06a51afad1,NATURE PHYSICS,1745-2473,1745-2481,Springer Nature,General Physics and Astronomy,29.4,6.581,4.173,active
4a27a935-aca7-4c10-9107-263b0b84c28c,NATURE REVIEWS MOLECULAR CELL BIOLOGY,1471-0072,1471-0080,Springer Nature,Molecular Biology,165.2,35.568,20.928,active
9ea85a21-68ba-4830-b7b6-e56c085b16a3,NATURE REVIEWS GENETICS,1471-0056,1471-0064,Springer Nature,Molecular Biology,74.8,20.403,8.581,active
ccc0c097-531f-43d0-84e4-cf57bf8d951d,URBAN CLIMATE,2212-0955,2212-0955,Elsevier,Urban Studies,12.2,1.714,1.582,active
2311b4be-95ef-474e-ae41-bc61f5b3152c,BUILDING RESEARCH AND INFORMATION,0961-3218,1466-4321,Taylor & Francis,Building and Construction,8.9,0.907,1.573,active
ee357dec-dd97-4e42-b758-bd945bd04fa8,INTERNATIONAL JOURNAL OF MULTIPHASE FLOW,0301-9322,1879-3533,Elsevier,Fluid Flow and Transfer Processes,7.0,0.829,1.542,active
eebb3954-fd0e-4f17-894d-63a9c3ba5757,INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,0020-7683,1879-2146,Elsevier,Applied Mathematics,7.2,1.002,1.261,active
f2276a68-ea42-441e-9211-e58bc34aff10,JOURNAL DE L ECOLE POLYTECHNIQUE-MATHEMATIQUES,2429-7100,2270-518X,Ecole Polytechnique,General Mathematics,2.2,1.821,1.198,active
0889d247-9641-451b-b97b-c6c3aef882f8,JOURNAL OF MATHEMATICS TEACHER EDUCATION,1386-4416,1573-1820,Springer Nature,General Mathematics,5.6,1.355,2.212,active
54ee7da0-029c-4257-bddd-d59c8738cc13,JOURNAL OF THORACIC DISEASE,2072-1439,2077-6624,AME Publishing Company,Pulmonary and Respiratory Medicine,2.9,0.608,0.85,active
ae98f11b-2dd9-41e8-9c89-31c2fe44d0fb,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,0947-5745,1439-0469,Maximum Academic Press,Animal Science and Zoology,2.9,0.599,1.092,active
77e5d2c8-c22b-4d2d-a725-fe361b3c5a6b,PHYSICOCHEMICAL PROBLEMS OF MINERAL PROCESSING,1643-1049,2084-4735,Oficyna Wydawnicza Politechniki Wroclawskiej,Economic Geology,2.4,0.273,0.491,active
ffcadc7e-fcc0-406b-9db2-f59bee738042,RUSSIAN METEOROLOGY AND HYDROLOGY,1068-3739,1934-8096,Pleiades Publishing,Fluid Flow and Transfer Processes,1.2,0.254,0.523,active
084de978-3a5e-4d33-b689-8aa527a4a355,APPETITE,0195-6663,1095-8304,Elsevier,General Psychology,7.7,1.057,1.268,active
9dcaad8a-a581-46f7-9339-59559e8998ee,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,1350-6129,1744-2818,Taylor & Francis,Internal Medicine,12.5,2.194,2.368,active
fd6e1a6a-8237-4277-a727-5bff2f7798b2,AMERICAN PSYCHOLOGIST,0003-066X,1935-990X,American Psychological Association,General Psychology,9.1,2.13,2.343,active
86853fc5-fac0-4200-a4d3-251b4bf83bb5,AQUACULTURE,0044-8486,1873-5622,Elsevier,Aquatic Science,9.0,1.101,1.391,active
85bfe257-b771-463e-85c6-c7fc1f7efc30,CANCER LETTERS,0304-3835,1872-7980,Elsevier,Oncology,15.4,3.066,1.665,active
81b5497d-27bd-44aa-9a37-5e34f58c35ee,CARBOHYDRATE POLYMERS,0144-8617,1879-1344,Elsevier,Organic Chemistry,23.1,2.012,1.982,active
c9e17f02-ab15-4181-9b86-87f15412367e,CELL STEM CELL,1934-5909,1875-9777,Elsevier,Genetics,36.1,12.003,4.327,active
360786dd-89b4-4232-9af1-b250f6c009d8,INDUSTRIAL MARKETING MANAGEMENT,0019-8501,1873-2062,Elsevier,Marketing,15.7,2.851,1.919,active
12d1d823-157a-4be6-9bc2-369faf2c52b6,FORESTRY,0015-752X,1464-3626,Oxford University Press,Forestry,8.5,1.225,1.568,active
5789c5e0-f883-4015-92cf-32153f8fdf2f,HUMAN REPRODUCTION OPEN,,2399-3529,Oxford University Press,Obstetrics and Gynecology,18.6,3.354,4.19,active
410b40c2-4614-4fea-abca-b857463e178a,INTERNATIONAL BUSINESS REVIEW,0969-5931,1873-6149,Elsevier,Finance,11.4,2.144,2.05,active
38de33cf-d059-48f4-83bc-2eb7245d6809,KIDNEY INTERNATIONAL,0085-2538,1523-1755,Elsevier,Nephrology,23.1,5.559,4.806,active
379887fe-03a6-4815-a580-d5d3b5cee04a,JOURNAL OF RISK RESEARCH,1366-9877,1466-4461,Taylor & Francis,General Social Sciences,4.5,0.627,0.979,active
de409be1-d526-4545-8322-3644b4e18299,LEADERSHIP QUARTERLY,1048-9843,1873-3409,Elsevier,Sociology and Political Science,19.1,6.124,3.897,active
33e186e2-8b33-4d63-b332-147032bc5618,NUMERICAL MATHEMATICS-THEORY METHODS AND APPLICATIONS,1004-8979,2079-7338,Global Science Press,Control and Optimization,3.2,0.916,1.034,active
8f9df480-dc50-4959-bcd3-24eefa0f145e,AUSTRALIAN GEOGRAPHER,0004-9182,1465-3311,Taylor & Francis,"Geography, Planning and Development",3.5,0.525,1.008,active
e53d8262-e2b8-4cdd-8131-f7a32876df52,AMERICAN JOURNAL OF SURGERY,0002-9610,1879-1883,Elsevier,Surgery,4.5,0.811,1.061,active
e2db489c-5317-41a1-9a50-29566fc352f9,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,1368-5031,1742-1241,John Wiley & Sons,General Medicine,4.6,0.675,0.859,active
2a4cd6b4-2e1b-4506-a6f2-3549d04c54c6,PROCESS BIOCHEMISTRY,1359-5113,1873-3298,Elsevier,Biochemistry,8.9,0.739,0.923,active
034b4afe-9a44-43ea-80f7-0d2aaaaff83c,REGENERATIVE BIOMATERIALS,2056-3418,2056-3426,Oxford University Press,Biomedical Engineering,11.8,1.387,1.07,active
aeb59bce-362c-48ed-8882-f78d4d0685df,LIBYAN JOURNAL OF MEDICINE,1993-2820,1819-6357,Taylor & Francis,General Medicine,4.1,0.544,0.886,active
b26f587c-cda7-4bc0-9555-80f7e2cdcbfb,MAGNETIC RESONANCE IN MEDICAL SCIENCES,1347-3182,1880-2206,Japanese Society for Magnetic Resonance in Medicine,"Radiology, Nuclear Medicine and Imaging",6.5,1.247,1.693,active
aaa632c7-51a2-4b07-94c2-c2f026ab4ca1,REHABILITATION NURSING,0278-4807,2048-7940,Lippincott Williams and Wilkins,General Nursing,1.1,0.283,0.463,active
d721b82d-9075-4bfb-ad67-fc560c9da4c7,QUINTESSENCE INTERNATIONAL,0033-6572,1936-7163,Quintessenz Verlags-GmbH,General Dentistry,2.7,0.441,0.727,active
4efcaa8e-8354-407e-9f33-4e46c39acd44,TRANSPORTATION JOURNAL,0041-1612,2157-328X,John Wiley & Sons,Transportation,2.3,0.338,0.619,active
7b635d0d-6ff9-4d2e-8f50-7622999fdf31,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,0044-2313,1521-3749,John Wiley & Sons,Inorganic Chemistry,2.3,0.276,0.375,active
1d618179-869b-46be-bf7c-d48606c55797,ACTA ASTRONAUTICA,0094-5765,1879-2030,Elsevier,Aerospace Engineering,7.5,1.078,1.655,active
b853bb17-264c-4046-b371-bad2d64d2360,BLOOD ADVANCES,2473-9529,2473-9537,American Society of Hematology,Hematology,11.8,3.11,1.75,active
5c41981d-c114-44ac-8cf2-5dae49bff1a0,ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION,2326-8298,2326-831X,Annual Reviews Inc.,Statistics and Probability,18.8,3.491,5.585,active
5fbf1cb1-a18c-46c5-adb6-ae093f4b7cdf,BIORESOURCE TECHNOLOGY,0960-8524,1873-2976,Elsevier,Environmental Engineering,20.7,1.983,1.624,active
0b0d79bb-9185-475c-8b3f-ca4a24d51f44,APPLIED SOFT COMPUTING,1568-4946,1872-9681,Elsevier,Software,13.1,1.456,1.831,active
ccf37aec-5bdb-446b-b8aa-26000547038d,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,1359-835X,1878-5840,Elsevier,Mechanics of Materials,14.8,1.517,1.77,active
861d0c4c-6a0a-42c1-a55c-4fe8b0987661,DRUG DISCOVERY TODAY,1359-6446,1878-5832,Elsevier,Drug Discovery,16.8,1.927,1.808,active
7fa1766e-2d12-4f7d-b186-b74afead9074,CURRENT NEUROPHARMACOLOGY,1570-159X,1875-6190,Bentham Science Publishers,Psychiatry and Mental Health,11.4,1.642,1.524,active
5af32d15-fc25-49a3-99cb-332c2bed1c92,INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW,0961-5539,1758-6585,Emerald Publishing,Computational Mechanics,9.7,0.775,1.249,active
02a97e86-0169-44b6-8fed-8b70810e55a6,EUROPEAN JOURNAL OF PERSONALITY,0890-2070,1099-0984,SAGE,Social Psychology,9.2,2.57,2.0,active
78a5ab69-e641-4c50-a451-54f22252cc87,INTERNATIONAL STUDIES REVIEW,1521-9488,1468-2486,Oxford University Press,Political Science and International Relations,7.0,1.62,2.497,active
1a487179-75c4-4a51-80fa-f1b56297d023,LANGUAGE IN SOCIETY,0047-4045,1469-8013,Cambridge University Press,Language and Linguistics,5.7,0.889,2.285,active
965aae05-93e1-4fbb-9eb3-09b843a89ee1,LIVER INTERNATIONAL,1478-3223,1478-3231,John Wiley & Sons,Hepatology,10.3,2.218,1.462,active
9ea197d6-f9f9-4a8c-8b64-d3955cc2962b,MOLECULAR PSYCHIATRY,1359-4184,1476-5578,Springer Nature,Psychiatry and Mental Health,21.7,4.602,3.181,active
9b405630-f664-466c-af89-a4c4a46258ae,HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY,0394-1914,1825-5272,Associazione Teriologica Italiana onlus,Animal Science and Zoology,2.8,0.365,0.515,active
0636d4ed-b126-4419-9d56-fba518b59260,JOURNAL OF WILDLIFE DISEASES,0090-3558,1943-3700,"Wildlife Disease Association, Inc.",General Veterinary,2.3,0.426,0.734,active
06d2bf17-8677-455a-a511-81cf1c8361eb,LUBRICANTS,,2075-4442,Multidisciplinary Digital Publishing Institute (MDPI),Mechanical Engineering,5.6,0.586,1.11,active
35b459ed-e0d6-4c2c-9c0f-e5b008756b38,JOURNAL OF SWINE HEALTH AND PRODUCTION,1537-209X,,American Association of Swine Veterinarians,Animal Science and Zoology,2.2,0.387,0.647,active
4d0fc0c6-e550-4262-a0ab-baeda38419c1,JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION,0277-2116,1536-4801,John Wiley & Sons,"Pediatrics, Perinatology and Child Health",5.1,0.947,1.285,active
29ca6dae-34b5-4ac8-bda3-05cfe82a3ce2,JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,1527-3741,1527-3741,American Pomological Society,,1.7,0.149,0.638,inactive
2cdf75a0-861d-4b43-9eb1-01843c1a3cd0,JUSTICE SYSTEM JOURNAL,0098-261X,2327-7556,Taylor and Francis Ltd.,,0.9,0.254,0.869,inactive
300c321e-5c33-4016-9947-4aadd427dc85,QUANTUM ELECTRONICS,1063-7818,1468-4799,Turpion Ltd,,3.0,0.27,1.008,inactive
c9296a8c-595a-426d-b0b1-ff53460ec8ec,BIOMATERIALS,0142-9612,1878-5905,Elsevier,Biophysics,24.7,2.853,1.844,active
f27fd996-fbdd-4f38-82e8-0268595fe0f4,APPLIED LINGUISTICS REVIEW,1868-6303,1868-6311,Walter de Gruyter,Language and Linguistics,8.2,1.698,2.034,active
5f1de8ba-b132-44b3-ad47-c01e26b4eab7,BMC NURSING,1472-6955,1472-6955,Springer Nature,General Nursing,5.3,1.368,1.883,active
4eb11516-6496-4b23-8245-1501f4722a81,ACTA ORTHOPAEDICA,1745-3674,1745-3682,Medical Journals Sweden AB,Surgery,4.4,1.228,1.483,active
2b8b0e86-a353-4d43-8c58-f16f91916cb9,DIGITAL COMMUNICATIONS AND NETWORKS,2468-5925,2352-8648,KeAi Communications Co.,Hardware and Architecture,14.6,1.375,1.744,active
10b95e9a-74ab-45d1-ae6a-454c7cf630c7,DISTANCE EDUCATION,0158-7919,1475-0198,Taylor & Francis,Education,5.6,0.83,1.061,active
3f28bcae-34eb-438f-b4e0-b63479e7213f,INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE,2095-0055,2192-6395,Beijing Normal University Press,Safety Research,8.4,1.225,1.755,active
