id,title,print_issn,e_issn,normalized_print,normalized_e,source_id,scopus_title,scopus_publisher,scopus_issn,scopus_eissn
89a96f3f-cfdc-4ce5-8be6-5f7a99640548,ACS CHEMICAL NEUROSCIENCE,1948-7193,1948-7193,19487193,19487193,19700172804,ACS Chemical Neuroscience,American Chemical Society,,19487193
ac3b2591-bca6-47f4-abaf-17616d446046,ECOLOGY LAW QUARTERLY,0046-1121,0046-1121,00461121,00461121,15695,Ecology Law Quarterly,University of California Boalt Law Business,00461121,
bb5b9808-d4da-4fe9-9f0a-57d6ccc63302,ECOLOGY OF FOOD AND NUTRITION,0367-0244,1543-5237,03670244,15435237,12505,Ecology of Food and Nutrition,Routledge,03670244,15435237
c24128ed-4652-4eb8-8674-e1c837060083,INTERNATIONAL JOURNAL OF AERONAUTICAL AND SPACE SCIENCES,2093-274X,2093-2480,2093274X,20932480,20500195078,International Journal of Aeronautical and Space Sciences,The Korean Society for Aeronautical & Space Sciences,2093274X,20932480
4bb20a97-f152-4c9a-8454-a377516909ed,CHINESE MEDICINE,1749-8546,1749-8546,17498546,17498546,6400153120,Chinese Medicine (United Kingdom),BioMed Central Ltd,19910150,17498546
5cb8a118-5cbd-4b20-ad6a-d9662d26dac8,EMBO MOLECULAR MEDICINE,1757-4676,1757-4684,17574676,17574684,19600166310,EMBO Molecular Medicine,Springer Science and Business Media Deutschland GmbH,17574676,17574684
2c1323ee-43e0-4b9e-a1ca-84b5c2ce964e,CRYOSPHERE,1994-0416,1994-0424,19940416,19940424,11700154363,Cryosphere,Copernicus Publications,19940416,19940424
3c4ecb91-2e44-4b4d-bf81-35d277f03637,CULTURAL TRENDS,0954-8963,1469-3690,09548963,14693690,5700167676,Cultural Trends,Routledge,09548963,14693690
4a00f8d4-7067-4e86-99f4-3e7d2671bf0b,CLINICAL NUCLEAR MEDICINE,0363-9762,1536-0229,03639762,15360229,40750,Clinical Nuclear Medicine,Lippincott Williams and Wilkins,03639762,15360229
db5e5518-4d60-4355-ab67-28e9790c4df9,JOURNAL OF HEMATOLOGY & ONCOLOGY,NA,1756-8722,no data,17568722,17900156736,Journal of Hematology and Oncology,BioMed Central Ltd,,17568722
da21dace-41da-4827-afd0-3961b7c8bcbc,LANDSCAPE ECOLOGY,0921-2973,1572-9761,09212973,15729761,23972,Landscape Ecology,Springer Science and Business Media B.V.,09212973,15729761
19830920-88e9-452a-afe8-6407ee79d79d,SEXUAL MEDICINE REVIEWS,2050-0513,2050-0521,20500513,20500521,21100337102,Sexual Medicine Reviews,Oxford University Press,20500513,20500521
1eed4bab-9704-4bd3-acba-21c231dee450,WATER RESOURCES RESEARCH,0043-1397,1944-7973,00431397,19447973,18854,Water Resources Research,American Geophysical Union,00431397,19447973
20ca1fc1-a1b9-4921-a2d2-187a4b041a33,SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,0584-8547,1873-3565,05848547,18733565,24532,Spectrochimica Acta - Part B Atomic Spectroscopy,Elsevier B.V.,05848547,
10447242-e4f9-41a9-a781-48d84aaab414,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,1047-3203,1095-9076,10473203,10959076,25592,Journal of Visual Communication and Image Representation,Academic Press Inc.,10473203,10959076
70a92a5d-d13e-4ac6-9ccc-03368914eaac,JOURNAL OF NEUROSCIENCE RESEARCH,0360-4012,1097-4547,03604012,10974547,16766,Journal of Neuroscience Research,Wiley-Liss Inc.,03604012,10974547
54b0a915-6531-4e78-958b-e8a09cf9a4a0,SAFETY SCIENCE,0925-7535,1879-1042,09257535,18791042,12332,Safety Science,Elsevier B.V.,09257535,18791042
5d0fdbb6-ec81-4987-883e-747df02ff8da,THEORY INTO PRACTICE,0040-5841,1543-0421,00405841,15430421,14036,Theory into Practice,Routledge,00405841,15430421
a38ee17d-8c42-47b1-af3c-0c2d23229a88,ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY,1710-1492,1710-1492,17101492,17101492,4800153203,"Allergy, Asthma and Clinical Immunology",BioMed Central Ltd,17101484,17101492
58fb7f0f-8e95-4bda-987b-5fe58f80aa43,AMERICAN JOURNAL OF VETERINARY RESEARCH,0002-9645,1943-5681,00029645,19435681,17121,American Journal of Veterinary Research,American Veterinary Medical Association,00029645,19435681
9e152d39-93c6-4d27-ab93-2f90c9709ecb,PHOTONICS AND NANOSTRUCTURES-FUNDAMENTALS AND APPLICATIONS,1569-4410,1569-4429,15694410,15694429,29112,Photonics and Nanostructures - Fundamentals and Applications,Elsevier B.V.,15694410,15694429
ba6d9fa3-3323-45b2-ac39-6fd5bb795321,MICROBIOLOGYOPEN,2045-8827,2045-8827,20458827,20458827,21100258398,MicrobiologyOpen,John Wiley and Sons Inc,,20458827
557da81f-0ffd-4e74-92f4-ad2c45206ebd,SURVIVAL,0039-6338,1468-2699,00396338,14682699,28507,Survival,Routledge,00396338,14682699
c24fc6f1-dc7d-4303-94fc-fd706f3d1b94,INTERNATIONAL JOURNAL OF AEROSPACE PSYCHOLOGY,2472-1832,2472-1840,24721832,24721840,21100899523,International Journal of Aerospace Psychology,Taylor and Francis Ltd.,24721840,24721832
87092afb-048f-4bfa-be10-4c408fdf9c2f,JOURNAL OF WORLD ENERGY LAW & BUSINESS,1754-9957,1754-9965,17549957,17549965,21100224006,Journal of World Energy Law and Business,Oxford University Press,17549957,17549965
aaf797f0-9bd3-4ecc-8805-9805226d404a,JOURNAL OF TOPOLOGY AND ANALYSIS,1793-5253,1793-7167,17935253,17937167,21100198447,Journal of Topology and Analysis,World Scientific,17935253,17937167
ae98320b-8316-4556-8cd5-f5690ba526e5,JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY,1941-7012,1941-7012,19417012,19417012,19700194012,Journal of Renewable and Sustainable Energy,American Institute of Physics,,19417012
50133bf7-58fa-4391-921c-6a7891af8411,CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTH,NA,1753-2000,no data,17532000,11700154618,Child and Adolescent Psychiatry and Mental Health,BioMed Central Ltd,,17532000
2abb5a9f-7510-4fce-a874-8531ccc15bb1,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,1877-3435,1877-3443,18773435,18773443,19400158343,Current Opinion in Environmental Sustainability,Elsevier B.V.,18773435,
515033ac-72b3-4f11-9c5c-a8bcb31583a1,CORAL REEFS,0722-4028,1432-0975,07224028,14320975,26825,Coral Reefs,Springer Nature,07224028,14320975
51b05bcb-9ea7-40d3-9e30-bb51953ff3bb,CRITICAL CARE MEDICINE,0090-3493,1530-0293,00903493,15300293,29916,Critical Care Medicine,Lippincott Williams and Wilkins,00903493,15300293
b431122a-598f-4c2c-8dfd-990cb4e8e416,JACC-CARDIOVASCULAR INTERVENTIONS,1936-8798,1876-7605,19368798,18767605,11300153408,JACC: Cardiovascular Interventions,Elsevier Inc.,19368798,18767605
3c5fdb25-9017-4e59-a689-9e41f47d910a,JOURNAL OF COMMUNICATION,0021-9916,1460-2466,00219916,14602466,15613,Journal of Communication,Oxford University Press,00219916,14602466
71ebb11f-f3bf-4607-b126-86f386a23521,JOURNAL OF VERTEBRATE PALEONTOLOGY,0272-4634,1937-2809,02724634,19372809,13941,Journal of Vertebrate Paleontology,Taylor and Francis Ltd.,02724634,19372809
e6360674-e7be-48a7-88bb-92737a9bdc45,MATERIALS CHARACTERIZATION,1044-5803,1873-4189,10445803,18734189,27289,Materials Characterization,Elsevier Inc.,10445803,
eb205b53-04cd-4601-af32-cbd0c1ad5d32,NEUROIMAGE,1053-8119,1095-9572,10538119,10959572,17495,NeuroImage,Academic Press Inc.,10538119,10959572
e8380d27-a7ea-4dfc-9c89-6bafb8aedc8b,NEUROPHARMACOLOGY,0028-3908,1873-7064,00283908,18737064,20435,Neuropharmacology,Elsevier Ltd,00283908,18737064
20e9c961-8d21-4473-841b-8f7c5f09733d,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,1366-5545,1878-5794,13665545,18785794,20909,Transportation Research Part E: Logistics and Transportation Review,Elsevier Ltd,13665545,
4dc74233-853b-43fa-90f9-a0b22f0d8846,TURKISH STUDIES,1468-3849,1743-9663,14683849,17439663,5700162123,Turkish Studies,Routledge,14683849,17439663
66cadd16-8ae7-481e-a87d-94c07e65b272,ACTA MECHANICA,0001-5970,1619-6937,00015970,16196937,19747,Acta Mechanica,Springer-Verlag Wien,00015970,16196937
0b5afa10-c694-4d13-9ade-554bed9dece7,FOOD BIOPHYSICS,1557-1858,1557-1866,15571858,15571866,4700152504,Food Biophysics,Springer,15571858,15571866
7858801b-72ca-414e-a8ea-6874650b86c1,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0964-1998,1467-985X,09641998,1467985X,13530,Journal of the Royal Statistical Society. Series A: Statistics in Society,Oxford University Press,09641998,1467985X
c0f9aade-d3d0-4548-8be1-3dea71042509,JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH,0718-1876,0718-1876,07181876,07181876,6300153121,Journal of Theoretical and Applied Electronic Commerce Research,Multidisciplinary Digital Publishing Institute (MDPI),,07181876
fae1eec6-ce04-4b62-9809-1d857899c72a,JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,0929-6646,1876-0821,09296646,18760821,27952,Journal of the Formosan Medical Association,Elsevier B.V.,09296646,18760821
5e458d7f-bc14-4783-84ef-ff477ceb321f,ANNALS OF CLINICAL BIOCHEMISTRY,0004-5632,1758-1001,00045632,17581001,16792,Annals of Clinical Biochemistry,SAGE Publications Ltd,00045632,17581001
684470d6-50f5-4d1c-863c-30afb64c174b,BIOPRESERVATION AND BIOBANKING,1947-5535,1947-5543,19475535,19475543,19700177126,Biopreservation and Biobanking,SAGE Publications Ltd,19475535,19475543
6aaefb80-288e-4891-b276-9f7a1df76987,BIOCHEMICAL JOURNAL,0264-6021,1470-8728,02646021,14708728,16850,Biochemical Journal,Portland Press Ltd,02646021,14708728
83ee315c-21fd-4e5a-ba02-32e556349ca3,ACTA PHYSICA POLONICA A,0587-4246,1898-794X,05874246,1898794X,26936,Acta Physica Polonica A,Polska Akademia Nauk,05874246,1898794X
843dfadd-6781-454d-bf1b-ea0db66675de,SILVAE GENETICA,0037-5349,2509-8934,00375349,25098934,17232,Silvae Genetica,Paradigm Publishing Services,00375349,25098934
895c4d9a-ede9-46bf-b65e-8a11011dc7c4,SIAM JOURNAL ON FINANCIAL MATHEMATICS,1945-497X,1945-497X,1945497X,1945497X,21100223304,SIAM Journal on Financial Mathematics,Society for Industrial and Applied Mathematics Publications,,1945497X
c290056d-d591-4960-897b-5879afd0e868,JOURNAL OF ELECTROCHEMICAL SCIENCE AND TECHNOLOGY,2093-8551,2093-8551,20938551,20938551,21100399753,Journal of Electrochemical Science and Technology,The Korean Electrochemical Society,20938551,22889221
c745d364-611c-451d-a09a-1e2ef3df4f0e,JOURNAL OF OBSTETRICS AND GYNAECOLOGY,0144-3615,1364-6893,01443615,13646893,27604,Journal of Obstetrics and Gynaecology,Taylor and Francis Ltd.,01443615,13646893
ca9a0b16-46ad-4b00-80a3-bcf4feb6d92d,NEUROCASE,1355-4794,1465-3656,13554794,14653656,17468,Neurocase,Routledge,13554794,14653656
3296d653-dbc5-4f9d-b5d2-aea209af8776,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1064-3389,1547-6537,10643389,15476537,23895,Critical Reviews in Environmental Science and Technology,Taylor and Francis Ltd.,10643389,15476537
3272686f-d27f-44db-8a7c-981588c197a9,COASTAL ENGINEERING,0378-3839,1872-7379,03783839,18727379,15041,Coastal Engineering,Elsevier B.V.,03783839,
32101491-22b0-48a1-9f12-34284cc5cf40,CRITICAL REVIEWS IN TOXICOLOGY,1040-8444,1547-6898,10408444,15476898,24661,Critical Reviews in Toxicology,Taylor and Francis Ltd.,10408444,15476898
535b7418-3d12-45a9-9537-c77bf5f7a15c,CIRCULATION,0009-7322,1524-4539,00097322,15244539,22581,Circulation,Lippincott Williams and Wilkins,00097322,15244539
f187ccb1-6c75-4247-a5f5-d137bad7b186,IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS,1932-4545,1940-9990,19324545,19409990,5700191219,IEEE Transactions on Biomedical Circuits and Systems,Institute of Electrical and Electronics Engineers Inc.,19324545,19409990
73111fa7-3877-4d4a-9cd0-74fe653850e2,INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING,1445-8330,1447-0349,14458330,14470349,16150,International Journal of Mental Health Nursing,John Wiley and Sons Inc,14458330,14470349
fd11baa8-3d0b-4668-8c0a-9da041a472a8,LEARNING AND INSTRUCTION,0959-4752,1873-3263,09594752,18733263,13455,Learning and Instruction,Elsevier B.V.,09594752,
f1779c1c-1393-4961-b76b-2f38ce77f742,LIVING REVIEWS IN RELATIVITY,2367-3613,1433-8351,23673613,14338351,28677,Living Reviews in Relativity,Springer International Publishing AG,23673613,14338351
96d7e3ce-2fb8-4d72-b115-379e2f83b6b0,ACTA MATHEMATICA SCIENTIA,0252-9602,1572-9087,02529602,15729087,24531,Acta Mathematica Scientia,Springer,02529602,15729087
a815c25f-07a5-48e5-acf7-f8d456e5325a,RICE SCIENCE,1672-6308,1876-4762,16726308,18764762,11300153710,Rice Science,Elsevier B.V.,16726308,
a837e11e-fa38-4119-baf6-ba77fbfe9e4d,SOIL & TILLAGE RESEARCH,0167-1987,1879-3444,01671987,18793444,38003,Soil and Tillage Research,Elsevier B.V.,01671987,
b9b3f046-1426-444f-bbbc-ace8a09ed9bd,RADIOLOGY,0033-8419,NA,00338419,no data,17864,Radiology,Radiological Society of North America Inc.,00338419,15271315
d920a7a7-e1d6-4691-8e8d-dba7b0ae20b8,JOURNAL OF SIMULATION,1747-7778,1747-7786,17477778,17477786,10900153307,Journal of Simulation,Taylor and Francis Ltd.,17477778,17477786
e5fe5df4-59a9-4115-952f-07eed69a8a7c,JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,0377-0257,1873-2631,03770257,18732631,14422,Journal of Non-Newtonian Fluid Mechanics,Elsevier B.V.,03770257,
351f3281-b8f0-4eab-8272-b25767c78e27,PACIFIC AFFAIRS,0030-851X,1715-3379,0030851X,17153379,27390,Pacific Affairs,Routledge,0030851X,17153379
d9cd7d3d-4d3d-4c09-b7d7-1f27d5f1aae3,MARINE RESOURCE ECONOMICS,0738-1360,2334-5985,07381360,23345985,27852,Marine Resource Economics,University of Chicago Press,07381360,23345985
b653c784-de9d-48bb-9b4b-040cc9e590a9,TROPICAL PLANT PATHOLOGY,1983-2052,1983-2052,19832052,19832052,13000154710,Tropical Plant Pathology,Springer Science and Business Media Deutschland GmbH,19825676,19832052
196932a2-8bec-4cbd-b405-c7ace05345de,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY D-GENOMICS & PROTEOMICS,1744-117X,1878-0407,1744117X,18780407,3900148224,Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,Elsevier Inc.,1744117X,18780407
347ae6f2-5c13-4919-8fae-e738c0e0a26e,CEREBROVASCULAR DISEASES,1015-9770,1421-9786,10159770,14219786,14857,Cerebrovascular Diseases,S. Karger AG,10159770,14219786
a31026c3-71d9-4e85-b125-1aa8aa6d4aa7,AMERICAN JOURNAL OF EVALUATION,1098-2140,1557-0878,10982140,15570878,24734,American Journal of Evaluation,SAGE Publications Inc.,10982140,15570878
4a7b9359-7f62-4dbb-9667-cd7f9d042dbc,TAIWANESE JOURNAL OF MATHEMATICS,1027-5487,2224-6851,10275487,22246851,57383,Taiwanese Journal of Mathematics,Mathematical Society of the Rep. of China,10275487,
8a0f4df2-c132-4c1e-84a3-ee7d9dd2e008,SEXUALLY TRANSMITTED INFECTIONS,1368-4973,1472-3263,13684973,14723263,24946,Sexually Transmitted Infections,BMJ Publishing Group,13684973,14723263
cdec8fa0-3767-444b-92dc-d9de4a11a83d,NORTHWEST SCIENCE,0029-344X,2161-9859,0029344X,21619859,21794,Northwest Science,Washington State University Press,0029344X,
cc088ff3-bffa-4b8c-bfc9-2b92b5b8cc4d,NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA,0255-965X,1842-4309,0255965X,18424309,17700156420,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,AcademicPres,0255965X,18424309
a0e47eb2-3d76-4f1e-ad4b-aab5a5bda47e,CURRENT BIOINFORMATICS,1574-8936,2212-392X,15748936,2212392X,5800173405,Current Bioinformatics,Bentham Science Publishers,15748936,2212392X
3b2c0d49-de5a-4eeb-b393-d22aa4770a73,ENGINEERING,2095-8099,2096-0026,20958099,20960026,21100780794,Engineering,Elsevier Ltd,20958099,
546b9dc1-2fce-46b7-aee1-9785ce0f0429,CLINICAL PSYCHOLOGY REVIEW,0272-7358,1873-7811,02727358,18737811,12854,Clinical Psychology Review,Elsevier Inc.,02727358,18737811
0bc7542e-464e-4288-a9d6-aa96a3bfea68,EXPERT OPINION ON THERAPEUTIC TARGETS,1472-8222,1744-7631,14728222,17447631,21354,Expert Opinion on Therapeutic Targets,Taylor and Francis Ltd.,14728222,17447631
e839e86f-5f60-44d4-93ea-4ab38555191b,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,0020-7292,1879-3479,00207292,18793479,27521,International Journal of Gynecology and Obstetrics,John Wiley and Sons Ltd,00207292,18793479
c343b622-d92c-4a45-b390-e4aaf872df3c,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1537-4416,1537-4424,15374416,15374424,15406,Journal of Clinical Child and Adolescent Psychology,Routledge,15374416,15374424
0498a4f4-7935-4ebf-8767-bfc945047be3,JOURNAL OF EVIDENCE-BASED DENTAL PRACTICE,1532-3382,1532-3390,15323382,15323390,26150,Journal of Evidence-Based Dental Practice,Elsevier Inc.,15323382,15323390
84f30196-b432-4107-975d-8c4747f1c6d9,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,0095-0696,1096-0449,00950696,10960449,23352,Journal of Environmental Economics and Management,Academic Press Inc.,00950696,10960449
21ec6196-02fc-4577-8ccd-d8836f1172f6,PSYCHOLOGY OF AESTHETICS CREATIVITY AND THE ARTS,1931-3896,1931-390X,19313896,1931390X,19500156812,"Psychology of Aesthetics, Creativity, and the Arts",American Psychological Association,19313896,1931390X
13d6df51-152a-4e2e-885e-df5cad59c5ee,GEODIVERSITAS,1280-9659,1638-9395,12809659,16389395,25072,Geodiversitas,Museum National d'Histoire Naturelle,12809659,16389395
14d50050-183c-404a-94b0-4409e9d09db9,FUNGAL GENETICS AND BIOLOGY,1087-1845,1096-0937,10871845,10960937,18571,Fungal Genetics and Biology,Academic Press Inc.,10871845,10960937
294c0a5c-600d-4147-be86-98c709a1b71b,POLITICAL QUARTERLY,0032-3179,1467-923X,00323179,1467923X,22863,Political Quarterly,Wiley-Blackwell Publishing Ltd,00323179,1467923X
4bc83dc3-59ac-427f-8086-73ba3362afed,PSYCHOANALYTIC QUARTERLY,0033-2828,2167-4086,00332828,21674086,13422,Psychoanalytic Quarterly,Taylor and Francis Ltd.,00332828,21674086
4c2e5ea2-0d55-4ae3-9d55-ccf04ef390d1,PEER-TO-PEER NETWORKING AND APPLICATIONS,1936-6442,1936-6450,19366442,19366450,14300154706,Peer-to-Peer Networking and Applications,Springer New York,19366442,19366450
889efa69-872f-4cc8-8efa-b07480663843,POLYMER INTERNATIONAL,0959-8103,1097-0126,09598103,10970126,14456,Polymer International,John Wiley and Sons Ltd,09598103,10970126
004eea14-cf31-413d-85af-d88908e6cd1d,BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896,1464-3391,09680896,14643391,25786,Bioorganic and Medicinal Chemistry,Elsevier Ltd,09680896,14643391
01755d8a-cafc-4858-9c05-0bb6503443b6,BIOINVASIONS RECORDS,2242-1300,2242-1300,22421300,22421300,21100790933,BioInvasions Records,Regional Euro-Asian Biological Invasions Centre,,22421300
01900cff-14c5-47f1-9992-b812b6d10619,BEHAVIORAL SCIENCES,NA,2076-328X,no data,2076328X,21100901748,Behavioral Sciences,Multidisciplinary Digital Publishing Institute (MDPI),,2076328X
067de222-a00a-4b26-b7d7-92382125d0d3,ANTI-CORROSION METHODS AND MATERIALS,0003-5599,1758-4221,00035599,17584221,28982,Anti-Corrosion Methods and Materials,Emerald Publishing,00035599,17584221
e764ebc0-9a83-40d2-b33e-864a4e7b0374,CYTOJOURNAL,0974-5963,1742-6413,09745963,17426413,130172,CytoJournal,Scientific Scholar,09745963,17426413
4a8830e7-d5f2-4ded-bcb7-33f50b21a4a2,THEORETICAL AND APPLIED CLIMATOLOGY,0177-798X,1434-4483,0177798X,14344483,14171,Theoretical and Applied Climatology,Springer-Verlag Wien,0177798X,14344483
4c3b3d99-73f8-4148-942f-957870599a14,AFRICAN JOURNAL OF WILDLIFE RESEARCH,2410-7220,2410-8200,24107220,24108200,21100829271,African Journal of Wildlife Research,Southern African Wildlife Management Association,24107220,24108200
fdcbcca1-7b49-4dfb-80f1-898d8984cf58,PRAGMATICS & COGNITION,0929-0907,1569-9943,09290907,15699943,145567,Pragmatics and Cognition,John Benjamins Publishing Company,09290907,15699943
e64c62f7-6e27-4486-9a9b-e8613639dd74,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES,0932-0784,1865-7109,09320784,18657109,12965,Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences,Walter de Gruyter GmbH,09320784,18657109
6070af21-6935-4c17-b838-cd89e69423d7,CLINICAL PROTEOMICS,1542-6416,1559-0275,15426416,15590275,130145,Clinical Proteomics,BioMed Central Ltd,15426416,15590275
3a3062a3-b49f-4025-a2e8-e265062dfe01,CRITICAL INQUIRY,0093-1896,1539-7858,00931896,15397858,24846,Critical Inquiry,University of Chicago Press,00931896,15397858
3baa5a79-1d02-4561-be9c-dccfeee79b14,DUKE LAW JOURNAL,0012-7086,1939-9111,00127086,19399111,15184,Duke Law Journal,Duke Law Publications,00127086,
43d43ea9-3883-4de3-827a-929e20a86554,ENVIRONMENTAL POLLUTION,0269-7491,1873-6424,02697491,18736424,23916,Environmental Pollution,Elsevier Ltd,02697491,18736424
5e416ce4-f9c2-4c17-a9d3-004100dfb018,ENERGY AND BUILDINGS,0378-7788,1872-6178,03787788,18726178,29359,Energy and Buildings,Elsevier B.V.,03787788,
d5afb774-be95-4b55-8236-a62508d27530,IEEE TRANSACTIONS ON ENERGY CONVERSION,0885-8969,1558-0059,08858969,15580059,28824,IEEE Transactions on Energy Conversion,Institute of Electrical and Electronics Engineers Inc.,08858969,15580059
fef887cd-aba0-43b5-b1a9-8e5b277e0bf8,JAMA SURGERY,2168-6254,2168-6262,21686254,21686262,21100228543,JAMA Surgery,American Medical Association,21686254,21686262
0e9cc51c-bd30-44cf-9699-6813fa1a965c,JOURNAL OF COLLOID AND INTERFACE SCIENCE,0021-9797,1095-7103,00219797,10957103,26950,Journal of Colloid and Interface Science,Academic Press Inc.,00219797,10957103
32d242d9-252a-4c49-ac98-905b5190f8dc,JOURNAL OF FINANCIAL ECONOMICS,0304-405X,NA,0304405X,no data,24379,Journal of Financial Economics,Elsevier B.V.,0304405X,
fbae7bbc-aaad-4692-8b94-6e09c219598a,NATURE BIOTECHNOLOGY,1087-0156,1546-1696,10870156,15461696,16115,Nature Biotechnology,Nature Research,10870156,15461696
f4ab8cd6-1fea-4fd7-9a45-e6a5ea73e0e6,MILITARY MEDICAL RESEARCH,2095-7467,2054-9369,20957467,20549369,21100455629,Military Medical Research,KeAi Communications Co.,20957467,20549369
fa41e496-a624-4e5f-9c9f-a1130bab4778,NANO RESEARCH,1998-0124,1998-0000,19980124,19980000,17500155020,Nano Research,Tsinghua University Press,19980124,19980000
059bcc02-a447-47f5-b761-7a21c8dbde20,SUSTAINABLE PRODUCTION AND CONSUMPTION,2352-5509,2352-5509,23525509,23525509,21100416081,Sustainable Production and Consumption,Elsevier B.V.,,23525509
076cad44-d688-48ad-a31c-4a1999e11daa,SEMINARS IN NEPHROLOGY,0270-9295,1558-4488,02709295,15584488,20515,Seminars in Nephrology,W.B. Saunders,02709295,15584488
104eb30d-9e90-4c38-991b-2eec3085484f,TRANSLATIONAL PEDIATRICS,2224-4336,2224-4344,22244336,22244344,21100784713,Translational Pediatrics,AME Publishing Company,22244336,22244344
115be6a6-4650-458c-a1cb-4cf319240933,TRANSPORT POLICY,0967-070X,1879-310X,0967070X,1879310X,20838,Transport Policy,Elsevier Ltd,0967070X,1879310X
2a520e03-c96b-4a6c-992a-1b3ad6f8ac01,CANCER NANOTECHNOLOGY,1868-6958,1868-6966,18686958,18686966,19700173005,Cancer Nanotechnology,BioMed Central Ltd,18686958,18686966
5e948417-8579-4101-a861-082914d9ac8a,CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,0317-0861,1911-9917,03170861,19119917,20499,Canadian Public Policy,University of Toronto Press,03170861,
9176322c-34fc-4aa0-9293-4e9a1d084ee9,BREAST CANCER RESEARCH AND TREATMENT,0167-6806,1573-7217,01676806,15737217,28766,Breast Cancer Research and Treatment,Springer,01676806,15737217
6e25ec83-18f2-4e6a-93ea-fafbb6199219,OPHTHALMIC AND PHYSIOLOGICAL OPTICS,0275-5408,1475-1313,02755408,14751313,14604,Ophthalmic and Physiological Optics,Springer Nature,02755408,14751313
73d8b44b-e581-4b7a-b075-1ef7dbb2196a,PHYSICAL MEDICINE AND REHABILITATION CLINICS OF NORTH AMERICA,1047-9651,1558-1381,10479651,15581381,16915,Physical Medicine and Rehabilitation Clinics of North America,W.B. Saunders,10479651,15581381
c26cda6e-58a3-4960-be25-ddbcdb0a3144,PHOTOSYNTHETICA,0300-3604,1573-9058,03003604,15739058,16515,Photosynthetica,"Institute of Experimental Botany, ASCR",03003604,15739058
3e036d34-0d09-42bf-93fd-d9e02b606f4b,CURRENT OPINION IN BEHAVIORAL SCIENCES,2352-1546,2352-1554,23521546,23521554,21100363813,Current Opinion in Behavioral Sciences,Elsevier Ltd,23521546,23521554
3bf3b6ff-42e6-4116-baec-d5770c7bf5de,CHINESE JOURNAL OF AERONAUTICS,1000-9361,2588-9230,10009361,25889230,13831,Chinese Journal of Aeronautics,Elsevier B.V.,10009361,
3e24f5c1-de0e-46e2-8b2c-60fdc79321fb,ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS,1567-4223,1873-7846,15674223,18737846,15057,Electronic Commerce Research and Applications,Elsevier B.V.,15674223,
64a29fb5-971d-48da-a8c5-e5fa30047c68,CITIES,0264-2751,1873-6084,02642751,18736084,16956,Cities,Elsevier Ltd,02642751,
3d6546d5-204b-4e57-9551-8ad3bbcaf273,FEMINISM & PSYCHOLOGY,0959-3535,1461-7161,09593535,14617161,14172,Feminism and Psychology,SAGE Publications Ltd,09593535,14617161
dfd296d0-a200-442b-bb0d-0260972b8eaa,EUROPEAN PSYCHIATRY,0924-9338,1778-3585,09249338,17783585,15578,European Psychiatry,Cambridge University Press,09249338,17783585
4dc58d83-cd80-48b8-bea5-c308fb7d2c9f,EXPERIMENTAL DERMATOLOGY,0906-6705,1600-0625,09066705,16000625,24813,Experimental Dermatology,John Wiley and Sons Inc,09066705,16000625
5038157e-d8e9-4255-bde8-207081ee7542,JOURNAL OF CLIMATE,0894-8755,1520-0442,08948755,15200442,13550,Journal of Climate,American Meteorological Society,08948755,15200442
9e2474a0-bbad-4cfa-8245-71bc9f5ddfa5,JOURNAL OF CLINICAL PSYCHIATRY,0160-6689,1555-2101,01606689,15552101,16685,Journal of Clinical Psychiatry,Physicians Postgraduate Press Inc.,01606689,15552101
1b4e76ea-21dc-4f7f-9427-58e375abd6db,SOCIAL SCIENCE HISTORY,0145-5532,1527-8034,01455532,15278034,25990,Social Science History,Cambridge University Press,01455532,15278034
